num_cores,n_tasks,target_utilization,scheduling_type,scheduling_policy,preemption_mode,allocation_policy,avg_response_time_sim,schedulability_ratio_sim,deadline_misses,total_jobs,avg_response_time_cf,schedulability_ratio_cf,avg_sched_delay,energy_estimate,analysis_overhead
4,5,0.5,Global,FIFO,Preemptive,,34.67362422694071,1.0,0,27,36.446344444147144,1.0,5.516548671622996,356.40801842924856,0.0003724098205566406
4,5,0.5,Partitioned,FIFO,Preemptive,First-Fit Decreasing,36.49623209247652,1.0,0,27,36.446344444147144,1.0,7.339156537158804,356.40801842924856,0.00037217140197753906
4,5,0.5,Global,FIFO,Non-Preemptive,,34.67362422694071,1.0,0,27,36.446344444147144,1.0,5.516548671622996,356.40801842924856,0.00037097930908203125
4,5,0.5,Partitioned,FIFO,Non-Preemptive,First-Fit Decreasing,36.49623209247652,1.0,0,27,36.446344444147144,1.0,7.339156537158804,356.40801842924856,0.0003707408905029297
4,5,0.5,Global,HEFT,Preemptive,,0.0,0.0,0,0,36.446344444147144,1.0,0.0,338.5876175077861,0.07714962959289551
4,5,0.5,Partitioned,HEFT,Preemptive,First-Fit Decreasing,0.0,0.0,0,0,36.446344444147144,1.0,0.0,338.5876175077861,0.08931899070739746
4,5,0.5,Global,HEFT,Non-Preemptive,,41.60523641762012,0.9259259259259259,2,27,36.446344444147144,1.0,12.448160862302405,338.5876175077861,0.0004336833953857422
4,5,0.5,Partitioned,HEFT,Non-Preemptive,First-Fit Decreasing,43.63478686180106,0.9259259259259259,2,27,36.446344444147144,1.0,14.477711306483346,338.5876175077861,0.0004067420959472656
4,5,0.5,Global,LDF,Preemptive,,0.0,0.0,0,0,36.446344444147144,1.0,0.0,374.228419350711,0.07279825210571289
4,5,0.5,Partitioned,LDF,Preemptive,First-Fit Decreasing,0.0,0.0,0,0,36.446344444147144,1.0,0.0,374.228419350711,0.07245469093322754
4,5,0.5,Global,LDF,Non-Preemptive,,41.57774337836054,0.9259259259259259,2,27,36.446344444147144,1.0,12.420667823042823,374.228419350711,0.0004038810729980469
